      Time       Date     Sample #  Type  Sub Chan  Num	Aux
[12:50:43.208 08/02/1996]     1092     "    0    3    0	IRREGULAR HR   
[12:50:44.232 08/02/1996]     1093     "    0    3    0	IRREGULAR HR   
[12:50:45.256 08/02/1996]     1094     "    0    3    0	IRREGULAR HR   
[12:50:46.280 08/02/1996]     1095     "    0    3    0	IRREGULAR HR   
[12:50:47.304 08/02/1996]     1096     "    0    3    0	IRREGULAR HR   
[12:50:48.328 08/02/1996]     1097     "    0    3    0	IRREGULAR HR   
[12:50:49.352 08/02/1996]     1098     "    0    3    0	IRREGULAR HR   
[12:50:50.376 08/02/1996]     1099     "    0    3    0	IRREGULAR HR   
[12:50:51.400 08/02/1996]     1100     "    0    3    0	IRREGULAR HR   
[12:50:52.424 08/02/1996]     1101     "    0    3    0	IRREGULAR HR   
[12:50:53.448 08/02/1996]     1102     "    0    3    0	IRREGULAR HR   
[12:50:54.472 08/02/1996]     1103     "    0    3    0	IRREGULAR HR   
[12:50:55.496 08/02/1996]     1104     "    0    3    0	IRREGULAR HR   
[12:50:56.520 08/02/1996]     1105     "    0    3    0	IRREGULAR HR   
[12:50:57.544 08/02/1996]     1106     "    0    3    0	IRREGULAR HR   
[12:50:58.568 08/02/1996]     1107     "    0    3    0	IRREGULAR HR   
[12:50:59.592 08/02/1996]     1108     "    0    3    0	IRREGULAR HR   
[12:51:00.616 08/02/1996]     1109     "    0    3    0	IRREGULAR HR   
[12:51:01.640 08/02/1996]     1110     "    0    3    0	IRREGULAR HR   
[12:51:02.664 08/02/1996]     1111     "    0    3    0	IRREGULAR HR   
[12:51:03.688 08/02/1996]     1112     "    0    3    0	IRREGULAR HR   
[12:51:04.712 08/02/1996]     1113     "    0    3    0	IRREGULAR HR   
[12:51:05.736 08/02/1996]     1114     "    0    3    0	IRREGULAR HR   
[12:51:06.760 08/02/1996]     1115     "    0    3    0	IRREGULAR HR   
[12:51:07.784 08/02/1996]     1116     "    0    3    0	IRREGULAR HR   
[12:51:08.808 08/02/1996]     1117     "    0    3    0	IRREGULAR HR   
[12:51:09.832 08/02/1996]     1118     "    0    3    0	IRREGULAR HR   
[12:51:10.856 08/02/1996]     1119     "    0    3    0	IRREGULAR HR   
[12:51:11.880 08/02/1996]     1120     "    0    3    0	IRREGULAR HR   
[12:51:12.904 08/02/1996]     1121     "    0    3    0	IRREGULAR HR   
[12:51:13.928 08/02/1996]     1122     "    0    3    0	IRREGULAR HR   
[12:51:14.952 08/02/1996]     1123     "    0    3    0	IRREGULAR HR   
[12:51:15.976 08/02/1996]     1124     "    0    3    0	IRREGULAR HR   
[12:51:17.000 08/02/1996]     1125     "    0    3    0	IRREGULAR HR   
[12:51:18.024 08/02/1996]     1126     "    0    3    0	IRREGULAR HR   
[12:51:19.048 08/02/1996]     1127     "    0    3    0	IRREGULAR HR   
[12:51:20.072 08/02/1996]     1128     "    0    3    0	IRREGULAR HR   
[12:51:21.096 08/02/1996]     1129     "    0    3    0	IRREGULAR HR   
[12:51:22.120 08/02/1996]     1130     "    0    3    0	IRREGULAR HR   
[12:51:23.144 08/02/1996]     1131     "    0    3    0	IRREGULAR HR   
[12:51:24.168 08/02/1996]     1132     "    0    3    0	IRREGULAR HR   
[12:51:25.192 08/02/1996]     1133     "    0    3    0	IRREGULAR HR   
[12:51:26.216 08/02/1996]     1134     "    0    3    0	IRREGULAR HR   
[12:51:27.240 08/02/1996]     1135     "    0    3    0	IRREGULAR HR   
[12:51:28.264 08/02/1996]     1136     "    0    3    0	IRREGULAR HR   
[12:51:29.288 08/02/1996]     1137     "    0    3    0	IRREGULAR HR   
[12:51:30.312 08/02/1996]     1138     "    0    3    0	IRREGULAR HR   
[12:51:31.336 08/02/1996]     1139     "    0    3    0	IRREGULAR HR   
[12:51:32.360 08/02/1996]     1140     "    0    3    0	IRREGULAR HR   
[16:55:35.560 08/02/1996]    15440     "    0    0    0	ABP  227 > 170 
[16:55:36.584 08/02/1996]    15441     "    0    0    0	ABP  227 > 170 
[16:55:37.608 08/02/1996]    15442     "    0    0    0	ABP  227 > 170 
[16:55:38.632 08/02/1996]    15443     "    0    0    0	ABP  227 > 170 
[17:02:54.856 08/02/1996]    15869     "    0    0    0	ABP   56 < 80  
[17:02:55.880 08/02/1996]    15870     "    0    0    0	ABP   56 < 80  
[19:40:46.856 08/02/1996]    25119     "    0    3    0	IRREGULAR HR   
[19:40:47.880 08/02/1996]    25120     "    0    3    0	IRREGULAR HR   
[19:40:48.904 08/02/1996]    25121     "    0    3    0	IRREGULAR HR   
[19:40:49.928 08/02/1996]    25122     "    0    3    0	IRREGULAR HR   
[19:40:50.952 08/02/1996]    25123     "    0    3    0	IRREGULAR HR   
[19:40:51.976 08/02/1996]    25124     "    0    3    0	IRREGULAR HR   
[19:40:53.000 08/02/1996]    25125     "    0    3    0	IRREGULAR HR   
[19:40:54.024 08/02/1996]    25126     "    0    3    0	IRREGULAR HR   
[19:40:55.048 08/02/1996]    25127     "    0    3    0	IRREGULAR HR   
[19:40:56.072 08/02/1996]    25128     "    0    3    0	IRREGULAR HR   
[19:40:57.096 08/02/1996]    25129     "    0    3    0	IRREGULAR HR   
[19:40:58.120 08/02/1996]    25130     "    0    3    0	IRREGULAR HR   
[19:40:59.144 08/02/1996]    25131     "    0    3    0	IRREGULAR HR   
[19:41:00.168 08/02/1996]    25132     "    0    3    0	IRREGULAR HR   
[19:41:01.192 08/02/1996]    25133     "    0    3    0	IRREGULAR HR   
[19:41:02.216 08/02/1996]    25134     "    0    3    0	IRREGULAR HR   
[19:41:03.240 08/02/1996]    25135     "    0    3    0	IRREGULAR HR   
[19:41:04.264 08/02/1996]    25136     "    0    3    0	IRREGULAR HR   
[19:41:05.288 08/02/1996]    25137     "    0    3    0	IRREGULAR HR   
[19:41:06.312 08/02/1996]    25138     "    0    3    0	IRREGULAR HR   
[19:41:07.336 08/02/1996]    25139     "    0    3    0	IRREGULAR HR   
[19:41:08.360 08/02/1996]    25140     "    0    3    0	IRREGULAR HR   
[19:41:09.384 08/02/1996]    25141     "    0    3    0	IRREGULAR HR   
[19:41:10.408 08/02/1996]    25142     "    0    3    0	IRREGULAR HR   
[19:41:11.432 08/02/1996]    25143     "    0    3    0	IRREGULAR HR   
[19:41:12.456 08/02/1996]    25144     "    0    3    0	IRREGULAR HR   
[19:41:13.480 08/02/1996]    25145     "    0    3    0	IRREGULAR HR   
[19:41:14.504 08/02/1996]    25146     "    0    3    0	IRREGULAR HR   
[19:41:15.528 08/02/1996]    25147     "    0    3    0	IRREGULAR HR   
[19:41:16.552 08/02/1996]    25148     "    0    3    0	IRREGULAR HR   
[19:41:17.576 08/02/1996]    25149     "    0    3    0	IRREGULAR HR   
[19:41:18.600 08/02/1996]    25150     "    0    3    0	IRREGULAR HR   
[19:41:19.624 08/02/1996]    25151     "    0    3    0	IRREGULAR HR   
[19:41:20.648 08/02/1996]    25152     "    0    3    0	IRREGULAR HR   
[19:41:21.672 08/02/1996]    25153     "    0    3    0	IRREGULAR HR   
[19:41:22.696 08/02/1996]    25154     "    0    3    0	IRREGULAR HR   
[19:41:23.720 08/02/1996]    25155     "    0    3    0	IRREGULAR HR   
[19:41:24.744 08/02/1996]    25156     "    0    3    0	IRREGULAR HR   
[19:41:25.768 08/02/1996]    25157     "    0    3    0	IRREGULAR HR   
[19:41:26.792 08/02/1996]    25158     "    0    3    0	IRREGULAR HR   
[19:41:27.816 08/02/1996]    25159     "    0    3    0	IRREGULAR HR   
[19:41:28.840 08/02/1996]    25160     "    0    3    0	IRREGULAR HR   
[19:41:29.864 08/02/1996]    25161     "    0    3    0	IRREGULAR HR   
[19:41:30.888 08/02/1996]    25162     "    0    3    0	IRREGULAR HR   
[19:41:31.912 08/02/1996]    25163     "    0    3    0	IRREGULAR HR   
[19:41:32.936 08/02/1996]    25164     "    0    3    0	IRREGULAR HR   
[19:41:33.960 08/02/1996]    25165     "    0    3    0	IRREGULAR HR   
[19:41:34.984 08/02/1996]    25166     "    0    3    0	IRREGULAR HR   
[19:41:36.008 08/02/1996]    25167     "    0    3    0	IRREGULAR HR   
[19:41:37.032 08/02/1996]    25168     "    0    3    0	IRREGULAR HR   
[19:41:38.056 08/02/1996]    25169     "    0    3    0	IRREGULAR HR   
[19:41:39.080 08/02/1996]    25170     "    0    3    0	IRREGULAR HR   
[19:41:40.104 08/02/1996]    25171     "    0    3    0	IRREGULAR HR   
[19:41:41.128 08/02/1996]    25172     "    0    3    0	IRREGULAR HR   
[19:41:42.152 08/02/1996]    25173     "    0    3    0	IRREGULAR HR   
[19:41:43.176 08/02/1996]    25174     "    0    3    0	IRREGULAR HR   
[19:41:44.200 08/02/1996]    25175     "    0    3    0	IRREGULAR HR   
[19:41:45.224 08/02/1996]    25176     "    0    3    0	IRREGULAR HR   
[19:41:46.248 08/02/1996]    25177     "    0    3    0	IRREGULAR HR   
[19:41:47.272 08/02/1996]    25178     "    0    3    0	IRREGULAR HR   
[19:41:48.296 08/02/1996]    25179     "    0    3    0	IRREGULAR HR   
[19:41:49.320 08/02/1996]    25180     "    0    3    0	IRREGULAR HR   
[19:41:50.344 08/02/1996]    25181     "    0    3    0	IRREGULAR HR   
[19:41:51.368 08/02/1996]    25182     "    0    3    0	IRREGULAR HR   
[19:41:52.392 08/02/1996]    25183     "    0    3    0	IRREGULAR HR   
[19:41:53.416 08/02/1996]    25184     "    0    3    0	IRREGULAR HR   
[19:41:54.440 08/02/1996]    25185     "    0    3    0	IRREGULAR HR   
[19:41:55.464 08/02/1996]    25186     "    0    3    0	IRREGULAR HR   
[19:41:56.488 08/02/1996]    25187     "    0    3    0	IRREGULAR HR   
[19:41:57.512 08/02/1996]    25188     "    0    3    0	IRREGULAR HR   
[19:41:58.536 08/02/1996]    25189     "    0    3    0	IRREGULAR HR   
[19:41:59.560 08/02/1996]    25190     "    0    3    0	IRREGULAR HR   
[19:42:00.584 08/02/1996]    25191     "    0    3    0	IRREGULAR HR   
[19:42:01.608 08/02/1996]    25192     "    0    3    0	IRREGULAR HR   
[19:42:02.632 08/02/1996]    25193     "    0    3    0	IRREGULAR HR   
[19:42:03.656 08/02/1996]    25194     "    0    3    0	IRREGULAR HR   
[19:42:04.680 08/02/1996]    25195     "    0    3    0	IRREGULAR HR   
[19:42:05.704 08/02/1996]    25196     "    0    3    0	IRREGULAR HR   
[19:42:06.728 08/02/1996]    25197     "    0    3    0	IRREGULAR HR   
[19:42:07.752 08/02/1996]    25198     "    0    3    0	IRREGULAR HR   
[19:42:08.776 08/02/1996]    25199     "    0    3    0	IRREGULAR HR   
[19:42:09.800 08/02/1996]    25200     "    0    3    0	IRREGULAR HR   
[19:42:10.824 08/02/1996]    25201     "    0    3    0	IRREGULAR HR   
[19:42:11.848 08/02/1996]    25202     "    0    3    0	IRREGULAR HR   
[19:42:12.872 08/02/1996]    25203     "    0    3    0	IRREGULAR HR   
[19:42:13.896 08/02/1996]    25204     "    0    3    0	IRREGULAR HR   
[19:42:14.920 08/02/1996]    25205     "    0    3    0	IRREGULAR HR   
[19:42:15.944 08/02/1996]    25206     "    0    3    0	IRREGULAR HR   
[19:42:16.968 08/02/1996]    25207     "    0    3    0	IRREGULAR HR   
[19:42:17.992 08/02/1996]    25208     "    0    3    0	IRREGULAR HR   
[19:42:19.016 08/02/1996]    25209     "    0    3    0	IRREGULAR HR   
[19:42:20.040 08/02/1996]    25210     "    0    3    0	IRREGULAR HR   
[19:42:21.064 08/02/1996]    25211     "    0    3    0	IRREGULAR HR   
[19:42:22.088 08/02/1996]    25212     "    0    3    0	IRREGULAR HR   
[19:42:23.112 08/02/1996]    25213     "    0    3    0	IRREGULAR HR   
[19:42:24.136 08/02/1996]    25214     "    0    3    0	IRREGULAR HR   
[19:42:25.160 08/02/1996]    25215     "    0    3    0	IRREGULAR HR   
[19:42:26.184 08/02/1996]    25216     "    0    3    0	IRREGULAR HR   
[19:42:27.208 08/02/1996]    25217     "    0    3    0	IRREGULAR HR   
[19:42:28.232 08/02/1996]    25218     "    0    3    0	IRREGULAR HR   
[19:42:29.256 08/02/1996]    25219     "    0    3    0	IRREGULAR HR   
[19:42:30.280 08/02/1996]    25220     "    0    3    0	IRREGULAR HR   
[19:42:31.304 08/02/1996]    25221     "    0    3    0	IRREGULAR HR   
[19:42:32.328 08/02/1996]    25222     "    0    3    0	IRREGULAR HR   
[19:42:33.352 08/02/1996]    25223     "    0    3    0	IRREGULAR HR   
[19:42:34.376 08/02/1996]    25224     "    0    3    0	IRREGULAR HR   
[19:42:35.400 08/02/1996]    25225     "    0    3    0	IRREGULAR HR   
[19:42:36.424 08/02/1996]    25226     "    0    3    0	IRREGULAR HR   
[19:42:37.448 08/02/1996]    25227     "    0    3    0	IRREGULAR HR   
[19:42:38.472 08/02/1996]    25228     "    0    3    0	IRREGULAR HR   
[19:42:39.496 08/02/1996]    25229     "    0    3    0	IRREGULAR HR   
[19:42:40.520 08/02/1996]    25230     "    0    3    0	IRREGULAR HR   
[19:42:41.544 08/02/1996]    25231     "    0    3    0	IRREGULAR HR   
[19:42:42.568 08/02/1996]    25232     "    0    3    0	IRREGULAR HR   
[19:42:43.592 08/02/1996]    25233     "    0    3    0	IRREGULAR HR   
[19:42:44.616 08/02/1996]    25234     "    0    3    0	IRREGULAR HR   
[19:42:45.640 08/02/1996]    25235     "    0    3    0	IRREGULAR HR   
[19:42:46.664 08/02/1996]    25236     "    0    3    0	IRREGULAR HR   
[19:42:47.688 08/02/1996]    25237     "    0    3    0	IRREGULAR HR   
[19:42:48.712 08/02/1996]    25238     "    0    3    0	IRREGULAR HR   
[19:42:49.736 08/02/1996]    25239     "    0    3    0	IRREGULAR HR   
[19:42:50.760 08/02/1996]    25240     "    0    3    0	IRREGULAR HR   
[19:42:51.784 08/02/1996]    25241     "    0    3    0	IRREGULAR HR   
[19:42:52.808 08/02/1996]    25242     "    0    3    0	IRREGULAR HR   
[19:42:53.832 08/02/1996]    25243     "    0    3    0	IRREGULAR HR   
[19:42:54.856 08/02/1996]    25244     "    0    3    0	IRREGULAR HR   
[19:42:55.880 08/02/1996]    25245     "    0    3    0	IRREGULAR HR   
[19:42:56.904 08/02/1996]    25246     "    0    3    0	IRREGULAR HR   
[19:42:57.928 08/02/1996]    25247     "    0    3    0	IRREGULAR HR   
[19:42:58.952 08/02/1996]    25248     "    0    3    0	IRREGULAR HR   
[19:42:59.976 08/02/1996]    25249     "    0    3    0	IRREGULAR HR   
[19:43:01.000 08/02/1996]    25250     "    0    3    0	IRREGULAR HR   
[19:43:02.024 08/02/1996]    25251     "    0    3    0	IRREGULAR HR   
[19:43:03.048 08/02/1996]    25252     "    0    3    0	IRREGULAR HR   
[19:43:04.072 08/02/1996]    25253     "    0    3    0	IRREGULAR HR   
[19:43:05.096 08/02/1996]    25254     "    0    3    0	IRREGULAR HR   
[19:43:06.120 08/02/1996]    25255     "    0    3    0	IRREGULAR HR   
[19:43:07.144 08/02/1996]    25256     "    0    3    0	IRREGULAR HR   
[19:43:08.168 08/02/1996]    25257     "    0    3    0	IRREGULAR HR   
[19:43:09.192 08/02/1996]    25258     "    0    3    0	IRREGULAR HR   
[19:43:10.216 08/02/1996]    25259     "    0    3    0	IRREGULAR HR   
[19:43:11.240 08/02/1996]    25260     "    0    3    0	IRREGULAR HR   
[19:43:12.264 08/02/1996]    25261     "    0    3    0	IRREGULAR HR   
[19:43:13.288 08/02/1996]    25262     "    0    3    0	IRREGULAR HR   
[19:43:14.312 08/02/1996]    25263     "    0    3    0	IRREGULAR HR   
[19:43:15.336 08/02/1996]    25264     "    0    3    0	IRREGULAR HR   
[19:43:16.360 08/02/1996]    25265     "    0    3    0	IRREGULAR HR   
[19:43:17.384 08/02/1996]    25266     "    0    3    0	IRREGULAR HR   
[19:43:18.408 08/02/1996]    25267     "    0    3    0	IRREGULAR HR   
[19:43:19.432 08/02/1996]    25268     "    0    3    0	IRREGULAR HR   
[19:43:20.456 08/02/1996]    25269     "    0    3    0	IRREGULAR HR   
[19:43:21.480 08/02/1996]    25270     "    0    3    0	IRREGULAR HR   
[19:43:22.504 08/02/1996]    25271     "    0    3    0	IRREGULAR HR   
[19:43:23.528 08/02/1996]    25272     "    0    3    0	IRREGULAR HR   
[19:43:24.552 08/02/1996]    25273     "    0    3    0	IRREGULAR HR   
[19:43:25.576 08/02/1996]    25274     "    0    3    0	IRREGULAR HR   
[19:43:26.600 08/02/1996]    25275     "    0    3    0	IRREGULAR HR   
[19:43:27.624 08/02/1996]    25276     "    0    3    0	IRREGULAR HR   
[19:43:28.648 08/02/1996]    25277     "    0    3    0	IRREGULAR HR   
[19:43:29.672 08/02/1996]    25278     "    0    3    0	IRREGULAR HR   
[19:43:30.696 08/02/1996]    25279     "    0    3    0	IRREGULAR HR   
[19:43:31.720 08/02/1996]    25280     "    0    3    0	IRREGULAR HR   
[19:43:32.744 08/02/1996]    25281     "    0    3    0	IRREGULAR HR   
[19:43:33.768 08/02/1996]    25282     "    0    3    0	IRREGULAR HR   
[19:43:34.792 08/02/1996]    25283     "    0    3    0	IRREGULAR HR   
[19:43:35.816 08/02/1996]    25284     "    0    3    0	IRREGULAR HR   
[19:43:36.840 08/02/1996]    25285     "    0    3    0	IRREGULAR HR   
[19:43:37.864 08/02/1996]    25286     "    0    3    0	IRREGULAR HR   
[19:43:38.888 08/02/1996]    25287     "    0    3    0	IRREGULAR HR   
[19:43:39.912 08/02/1996]    25288     "    0    3    0	IRREGULAR HR   
[19:43:40.936 08/02/1996]    25289     "    0    3    0	IRREGULAR HR   
[19:43:41.960 08/02/1996]    25290     "    0    3    0	IRREGULAR HR   
[19:43:42.984 08/02/1996]    25291     "    0    3    0	IRREGULAR HR   
[19:43:44.008 08/02/1996]    25292     "    0    3    0	IRREGULAR HR   
[19:43:45.032 08/02/1996]    25293     "    0    3    0	IRREGULAR HR   
[19:43:46.056 08/02/1996]    25294     "    0    3    0	IRREGULAR HR   
[19:43:47.080 08/02/1996]    25295     "    0    3    0	IRREGULAR HR   
[19:43:48.104 08/02/1996]    25296     "    0    3    0	IRREGULAR HR   
[19:43:49.128 08/02/1996]    25297     "    0    3    0	IRREGULAR HR   
[19:43:50.152 08/02/1996]    25298     "    0    3    0	IRREGULAR HR   
[19:43:51.176 08/02/1996]    25299     "    0    3    0	IRREGULAR HR   
[19:43:52.200 08/02/1996]    25300     "    0    3    0	IRREGULAR HR   
[19:43:53.224 08/02/1996]    25301     "    0    3    0	IRREGULAR HR   
[19:43:54.248 08/02/1996]    25302     "    0    3    0	IRREGULAR HR   
[19:43:55.272 08/02/1996]    25303     "    0    3    0	IRREGULAR HR   
[19:43:56.296 08/02/1996]    25304     "    0    3    0	IRREGULAR HR   
[19:43:57.320 08/02/1996]    25305     "    0    3    0	IRREGULAR HR   
[19:43:58.344 08/02/1996]    25306     "    0    3    0	IRREGULAR HR   
[19:43:59.368 08/02/1996]    25307     "    0    3    0	IRREGULAR HR   
[19:44:00.392 08/02/1996]    25308     "    0    3    0	IRREGULAR HR   
[19:44:01.416 08/02/1996]    25309     "    0    3    0	IRREGULAR HR   
[19:44:02.440 08/02/1996]    25310     "    0    3    0	IRREGULAR HR   
[19:44:03.464 08/02/1996]    25311     "    0    3    0	IRREGULAR HR   
[19:44:04.488 08/02/1996]    25312     "    0    3    0	IRREGULAR HR   
[19:44:05.512 08/02/1996]    25313     "    0    3    0	IRREGULAR HR   
[19:44:06.536 08/02/1996]    25314     "    0    3    0	IRREGULAR HR   
[19:44:07.560 08/02/1996]    25315     "    0    3    0	IRREGULAR HR   
[19:44:08.584 08/02/1996]    25316     "    0    3    0	IRREGULAR HR   
[19:44:09.608 08/02/1996]    25317     "    0    3    0	IRREGULAR HR   
[19:44:10.632 08/02/1996]    25318     "    0    3    0	IRREGULAR HR   
[19:44:11.656 08/02/1996]    25319     "    0    3    0	IRREGULAR HR   
[19:44:12.680 08/02/1996]    25320     "    0    3    0	IRREGULAR HR   
[19:44:13.704 08/02/1996]    25321     "    0    3    0	IRREGULAR HR   
[19:44:14.728 08/02/1996]    25322     "    0    3    0	IRREGULAR HR   
[19:44:15.752 08/02/1996]    25323     "    0    3    0	IRREGULAR HR   
[19:44:16.776 08/02/1996]    25324     "    0    3    0	IRREGULAR HR   
